"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904666","GO:1904666","regulation of ubiquitin protein ligase activity","5/1308","10/18842",0.5,7.2025993883792,5.35847063296755,0.000300085135282232,0.00784187994326614,0.00784187994326614,"CDKN2A/CDC20/MAD2L1/UBE2S/UBE2C",5
"GO:0021510","GO:0021510","spinal cord development","12/1308","55/18842",0.218181818181818,3.14295246038365,4.34690860797754,0.000319545119379395,0.00830269518753207,0.00830269518753207,"NEFL/MDGA2/LHX1/LHX5/SOX11/LRP8/PAX6/TBX20/DBX1/MNX1/DRAXIN/ZIC1",12
"GO:0051899","GO:0051899","membrane depolarization","17/1308","97/18842",0.175257731958763,2.52462246602982,4.11169418235353,0.000341756105429716,0.00882934665561885,0.00882934665561885,"CHRND/KISS1/CDKN2A/MLLT11/CHRNA6/CHRNG/KISS1R/HCN2/CHRNA9/CHRNA5/CNGB1/FZD9/NTSR1/IFI6/KCNH2/SCN1A/CHRNB4",17
"GO:0141060","GO:0141060","disruption of anatomical structure in another organism","19/1308","115/18842",0.165217391304348,2.37998936311661,4.05420681642755,0.00034512533954099,0.00886601649092024,0.00886601649092024,"CXCL11/GBP5/PGLYRP3/H2BC11/PGLYRP4/CCL25/F2/CCL17/CXCL10/KRT6A/CCL11/LYZ/GZMB/H2BC12/CCL1/CXCL9/CCL20/HTN1/CXCL8",19
"GO:1901976","GO:1901976","regulation of cell cycle checkpoint","12/1308","56/18842",0.214285714285714,3.08682830930537,4.27148533605594,0.000381342838694731,0.00974138139070191,0.00974138139070191,"BIRC5/KNL1/AURKB/BRCA2/MAD2L1/SKA1/CCNB1/CDCA8/ZWINT/NDC80/SKA3/RAD51",12
"GO:0043588","GO:0043588","skin development","31/1308","236/18842",0.13135593220339,1.89220831389623,3.76713431215268,0.000460895025150671,0.0117077635718442,0.0117077635718442,"ZBED2/SPRR1B/KRT86/WNT10A/CASP14/KRT3/TNFSF13B/KRT75/FOXI3/KRT16/KRT81/SPRR2D/GAL/LSR/SCEL/TMEM79/SPRR4/GRHL3/IVL/KRT6A/PI3/KRT2/S100A7/KRT72/KRT6B/KRT78/KRT85/KRT6C/INHBA/KRT9/KRT83",31
"GO:0045638","GO:0045638","negative regulation of myeloid cell differentiation","15/1308","82/18842",0.182926829268293,2.6350973372119,4.05274674939545,0.000467290836525167,0.0118042857426663,0.0118042857426663,"KISS1/H4C12/H4C9/KISS1R/H4C5/H4C14/ERFE/H4C13/H4C8/H4C4/CALCA/H4C1/H4C2/INHBA/H4C3",15
"GO:0007210","GO:0007210","serotonin receptor signaling pathway","6/1308","16/18842",0.375,5.4019495412844,4.81106661010931,0.00048319980598433,0.0121387266177389,0.0121387266177389,"HTR1A/HTR2C/HTR3A/CHRNA9/HTR6/HTR3B",6
"GO:0002460","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","44/1308","377/18842",0.116710875331565,1.68124335856066,3.64933427555364,0.000497622916297516,0.0124323703318945,0.0124323703318945,"IGHV1-69-2/IL27/LAG3/IL17C/CLEC7A/CR1L/IL21/IGHV3-23/FOXJ1/IGHV7-4-1/IL21R/RAET1L/IGHV5-51/IGHV1-18/IGHE/CD80/IGHV1-69D/IGHG1/IGHG3/IFNB1/FCGR1A/SECTM1/CD1A/IL17F/IL4I1/IGHG2/IGHV3-73/IL12RB2/CD1B/IGHV3-20/ASCL2/ULBP2/PDCD1/IGHG4/CD19/IGHV3-21/CLEC6A/IGHV3-33/FOXP3/CR2/FUT7/ULBP1/IGHV1-69/IL12B",44
"GO:0090307","GO:0090307","mitotic spindle assembly","14/1308","74/18842",0.189189189189189,2.72530787668402,4.06152202969588,0.000501490070134556,0.0124605210322504,0.0124605210322504,"RACGAP1/UHRF1/BIRC5/KIF4B/AURKB/PRC1/KIF4A/KIF15/PLK1/KIF11/CDCA8/KIF23/TPX2/KIFC1",14
"GO:0030216","GO:0030216","keratinocyte differentiation","22/1308","147/18842",0.149659863945578,2.15588008903867,3.84259011341117,0.000514656267862642,0.0126807503981856,0.0126807503981856,"ZBED2/SPRR1B/KRT86/CASP14/KRT3/KRT75/KRT16/KRT81/SPRR2D/SCEL/SPRR4/IVL/KRT6A/PI3/KRT2/S100A7/KRT72/KRT6B/KRT78/KRT85/KRT6C/KRT83",22
"GO:0001878","GO:0001878","response to yeast","5/1308","11/18842",0.454545454545455,6.54781762579928,5.02686442675182,0.00051871994151364,0.0126807503981856,0.0126807503981856,"CLEC7A/CAMP/CALCA/NPY/CLEC6A",5
"GO:0033313","GO:0033313","meiotic cell cycle checkpoint signaling","5/1308","11/18842",0.454545454545455,6.54781762579928,5.02686442675182,0.00051871994151364,0.0126807503981856,0.0126807503981856,"KNL1/HORMAD1/TRIP13/TTK/ZWINT",5
"GO:0002707","GO:0002707","negative regulation of lymphocyte mediated immunity","12/1308","58/18842",0.206896551724138,2.98038595381208,4.12558120651774,0.000535540159185478,0.0130219310364512,0.0130219310364512,"LAG3/CR1L/FOXJ1/SERPINB4/CD80/IFNB1/KIR2DL4/IL4I1/TIGIT/PDCD1/FOXP3/CR2",12
"GO:0007498","GO:0007498","mesoderm development","15/1308","84/18842",0.178571428571429,2.57235692442114,3.94468983087223,0.000609536787607106,0.014742360496008,0.014742360496008,"HOXA11/TRIM15/DKK1/MSGN1/FOXC2/SECTM1/SIX2/AMH/SHH/HMGA2/TBX20/FOXH1/ZIC3/MESP2/SCX",15
"GO:0009880","GO:0009880","embryonic pattern specification","11/1308","51/18842",0.215686274509804,3.10700365773221,4.11519838984986,0.000623940621528322,0.0150108889211073,0.0150108889211073,"STIL/CDX2/LHX1/RIPPLY3/WT1/RIPPLY2/WNT7A/SHH/TIFAB/ZIC3/MESP2",11
"GO:0051446","GO:0051446","positive regulation of meiotic cell cycle","6/1308","17/18842",0.352941176470588,5.08418780356179,4.60127317656671,0.000703110706485571,0.0168265493809994,0.0168265493809994,"RAD51AP1/STRA8/CDC25B/MAPK15/CDC25A/CDC25C",6
"GO:0095500","GO:0095500","acetylcholine receptor signaling pathway","10/1308","44/18842",0.227272727272727,3.27390881289964,4.12438222155126,0.000706859084732388,0.0168276872161161,0.0168276872161161,"CHRND/PSCA/CHRNA6/CHRNG/CHRNA9/CHRNA5/CHRM3/HRH3/CHRNB4/LYPD1",10
"GO:0051785","GO:0051785","positive regulation of nuclear division","11/1308","52/18842",0.211538461538462,3.0472535873912,4.03761837548463,0.000742411046204381,0.0174908965134265,0.0174908965134265,"RAD51AP1/STRA8/ESPL1/CDC20/DMRT1/SKA1/AURKA/PLK1/UBE2C/DLGAP5/SKA3",11
"GO:0098926","GO:0098926","postsynaptic signal transduction","11/1308","52/18842",0.211538461538462,3.0472535873912,4.03761837548463,0.000742411046204381,0.0174908965134265,0.0174908965134265,"CHRND/PSCA/CHRNA6/CHRNG/CHRNA9/CHRNA5/PRR7/CHRM3/HRH3/CHRNB4/LYPD1",11
"GO:0023061","GO:0023061","signal release","48/1308","430/18842",0.111627906976744,1.6080221890335,3.48352168973015,0.000768044518812951,0.0180015382837242,0.0180015382837242,"SLC18A3/NKX6-1/KISS1/IL11/GRM4/HTR1A/GHRHR/SYT5/BRSK2/FOXA2/SPP1/PDX1/GPR158/OPRK1/CHRNA6/CAMP/SLC32A1/CACNA1B/FOXD1/KCNK9/SYT13/HTR2C/KISS1R/MAFA/UNC13A/GAL/UCN3/SOX11/BLK/SCT/WNT7A/NMU/HRH3/PNOC/TUNAR/TRPA1/IFNG/RIMS2/BMP8A/SYT4/OSM/RETN/SYNGR3/NPY/TFR2/INHBA/CHRNB4/ADAM8",48
"GO:0000281","GO:0000281","mitotic cytokinesis","17/1308","104/18842",0.163461538461538,2.3546959538932,3.78366111476604,0.000785092855221377,0.01825962919156,0.01825962919156,"CENPA/RACGAP1/BIRC5/CEP55/ECT2/KIF4B/ESPL1/AURKB/KIF4A/KIF20A/STMN1/PLK1/CDCA8/KIF23/CIT/IQGAP3/ANLN",17
"GO:0007631","GO:0007631","feeding behavior","15/1308","86/18842",0.174418604651163,2.51253467036484,3.83972213694419,0.000787087600955742,0.01825962919156,0.01825962919156,"HCRTR2/OPRK1/ADM2/HTR2C/GAL/NMU/PNOC/PCSK1N/GALR2/RETN/OPRD1/CCK/NPY/NPW/EN1",15
"GO:0009070","GO:0009070","serine family amino acid biosynthetic process","5/1308","12/18842",0.416666666666667,6.00216615698267,4.7341162948033,0.000838515868593344,0.0192562204772421,0.0192562204772421,"PSPH/PSAT1/HAO1/LOC102724560/CBS",5
"GO:0051443","GO:0051443","positive regulation of ubiquitin-protein transferase activity","5/1308","12/18842",0.416666666666667,6.00216615698267,4.7341162948033,0.000838515868593344,0.0192562204772421,0.0192562204772421,"CDC20/MAGEC2/MAGEA2/UBE2S/UBE2C",5
"GO:0032963","GO:0032963","collagen metabolic process","17/1308","105/18842",0.161904761904762,2.33227027814184,3.73897280227705,0.000877384068510416,0.0199832495114178,0.0199832495114178,"SERPINB7/MMP11/MMP3/MMP10/F2/MMP12/MMP1/ADAMTS14/AMELX/KLK6/MMP7/PRSS2/MMP20/INHBA/SCX/MMP9/MMP13",17
"GO:0044818","GO:0044818","mitotic G2/M transition checkpoint","11/1308","53/18842",0.207547169811321,2.98975823668571,3.96188402496207,0.000878964130697945,0.0199832495114178,0.0199832495114178,"CDC6/BLM/TICRR/CLSPN/CDC7/DONSON/CDK1/PLK1/ORC1/CHEK1/DTL",11
"GO:0021543","GO:0021543","pallium development","19/1308","124/18842",0.153225806451613,2.20724819966459,3.68377446551572,0.000900530614746252,0.0203717050012498,0.0203717050012498,"CNTNAP2/WDR62/SRD5A2/NEFL/SLC32A1/TACC3/LRP8/SCT/ARHGAP11B/PAX6/HTR6/ZIC3/KIF14/SMC4/NPY/EZH2/SLC2A1/ZIC1/TBR1",19
"GO:0098739","GO:0098739","import across plasma membrane","34/1308","278/18842",0.122302158273381,1.76178690075463,3.49490571785537,0.000924338641657129,0.0208067713050246,0.0208067713050246,"MS4A1/SLC24A2/P2RX5/ATP4B/SLC7A5/FGF21/KCNJ4/CACNA1B/PCSK9/CACNA1E/KCNK9/SLC39A4/ATP1A3/HCN2/CERS1/KCNJ18/SLC2A14/SLC28A1/SLC38A5/SLC6A19/KCNJ6/ERFE/NTSR1/LCN2/IFNG/KCNH2/SLC6A9/SLC1A6/KCNJ10/SLC7A11/SLC2A1/SLC34A1/ASIC5/SLC15A1",34
"GO:0021517","GO:0021517","ventral spinal cord development","6/1308","18/18842",0.333333333333333,4.80173292558614,4.40734700448106,0.000993103969262089,0.0222445504839149,0.0222445504839149,"MDGA2/LHX1/LRP8/PAX6/TBX20/MNX1",6
"GO:0045165","GO:0045165","cell fate commitment","26/1308","195/18842",0.133333333333333,1.92069317023445,3.52974301500485,0.00102223458675719,0.0225841262019035,0.0225841262019035,"WNT10A/FOXA2/HOXA11/FOXI3/TRIM15/DKK1/WT1/GATA5/WNT7A/PAX6/POU3F2/SIX2/SHH/ISL2/TBX20/OLIG2/SOX8/SLAMF8/SOX2/MNX1/POU4F1/FOXP3/WNT6/TBR1/MYOD1/IL12B",26
"GO:0032196","GO:0032196","transposition","10/1308","46/18842",0.217391304347826,3.13156495146922,3.9533031092356,0.00102316472346429,0.0225841262019035,0.0225841262019035,"APOBEC3B/TDRD12/PGBD5/ASZ1/MAEL/SPOCD1/DNMT3L/TEX15/C19orf84/TEX19",10
"GO:1905145","GO:1905145","cellular response to acetylcholine","10/1308","46/18842",0.217391304347826,3.13156495146922,3.9533031092356,0.00102316472346429,0.0225841262019035,0.0225841262019035,"CHRND/PSCA/CHRNA6/CHRNG/CHRNA9/CHRNA5/CHRM3/HRH3/CHRNB4/LYPD1",10
"GO:0007214","GO:0007214","gamma-aminobutyric acid signaling pathway","7/1308","25/18842",0.28,4.03345565749235,4.14522213374658,0.0012100962014727,0.0261679050980063,0.0261679050980063,"GABRA5/GABBR2/GABRQ/GPR156/GABRD/GABRA3/GABRA1",7
"GO:0048663","GO:0048663","neuron fate commitment","7/1308","25/18842",0.28,4.03345565749235,4.14522213374658,0.0012100962014727,0.0261679050980063,0.0261679050980063,"PAX6/POU3F2/SHH/ISL2/MNX1/POU4F1/TBR1",7
"GO:0099188","GO:0099188","postsynaptic cytoskeleton organization","7/1308","25/18842",0.28,4.03345565749235,4.14522213374658,0.0012100962014727,0.0261679050980063,0.0261679050980063,"NEFL/ACTN2/SH3GL2/KIF2C/ACTL8/INA/NEFH",7
"GO:0002698","GO:0002698","negative regulation of immune effector process","17/1308","108/18842",0.157407407407407,2.2674849926379,3.60790248911297,0.0012116572883887,0.0261679050980063,0.0261679050980063,"LAG3/CR1L/APOA2/FOXJ1/SERPINB4/FCRL3/CD80/IFNB1/KIR2DL4/IL4I1/IFNL1/ASCL2/TIGIT/PDCD1/SLAMF8/FOXP3/CR2",17
"GO:1904427","GO:1904427","positive regulation of calcium ion transmembrane transport","11/1308","55/18842",0.2,2.88103975535168,3.81562729722073,0.00121468293956228,0.0261679050980063,0.0261679050980063,"MS4A1/P2RX5/CXCL11/P2RY6/CXCR3/F2/CXCL10/NTSR1/CD19/CEMIP/CXCL9",11
"GO:2000242","GO:2000242","negative regulation of reproductive process","10/1308","47/18842",0.212765957446809,3.0649359099486,3.87123634500567,0.00122005627463764,0.0261679050980063,0.0261679050980063,"KNL1/HORMAD1/DMRT1/TRIP13/WT1/TTK/PKMYT1/ZP4/ZWINT/FBXO43",10
"GO:0010972","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","13/1308","72/18842",0.180555555555556,2.60093866802582,3.71727038707424,0.00123919507926971,0.0264536151429079,0.0264536151429079,"CDC6/BLM/TICRR/CLSPN/AURKB/CDC7/DONSON/PKMYT1/CDK1/PLK1/ORC1/CHEK1/DTL",13
"GO:0001704","GO:0001704","formation of primary germ layer","15/1308","90/18842",0.166666666666667,2.40086646279307,3.63839244724028,0.00127580348492491,0.0271078432053905,0.0271078432053905,"FN1/LHX1/HOXA11/TRIM15/DKK1/MSGN1/COL11A1/SIX2/HMGA2/TBX20/MESP2/SOX2/INHBA/SCX/MMP9",15
"GO:0006563","GO:0006563","L-serine metabolic process","5/1308","13/18842",0.384615384615385,5.540461067984,4.47273687826537,0.00128501585908134,0.0271765912150831,0.0271765912150831,"PSPH/PSAT1/SDS/LOC102724560/CBS",5
"GO:0048706","GO:0048706","embryonic skeletal system development","12/1308","64/18842",0.1875,2.7009747706422,3.72287571040135,0.00134209932098246,0.0282524333912372,0.0282524333912372,"LHX1/HOXB9/HOXA11/UCMA/SOX11/MTHFD1L/DLX4/HOXC11/DLX5/DLX6/SCX/COL2A1",12
"GO:2000241","GO:2000241","regulation of reproductive process","21/1308","148/18842",0.141891891891892,2.04398090751302,3.48247205786492,0.00137076742654798,0.028722946951676,0.028722946951676,"RAD51AP1/STRA8/KNL1/HORMAD1/CDC20/DMRT1/TRIP13/CDC25B/WT1/MAPK15/TTK/RNASE10/PKMYT1/CDC25A/ASPM/ZP4/ZWINT/RETN/FBXO43/CDC25C/INHBA",21
"GO:0002526","GO:0002526","acute inflammatory response","16/1308","100/18842",0.16,2.30483180428135,3.57323774298172,0.00139728840423672,0.0291443595140568,0.0291443595140568,"FN1/PLA2G2D/ORM1/IGHE/IGHG1/FCGR1A/F2/ORM2/F12/CCR7/LCN2/OSM/NPY/AHSG/FUT7/ADAM8",16
"GO:0007095","GO:0007095","mitotic G2 DNA damage checkpoint signaling","8/1308","33/18842",0.242424242424242,3.49216940042628,3.91351517079969,0.00153244534020541,0.0317652073750628,0.0317652073750628,"BLM/TICRR/CLSPN/DONSON/CDK1/PLK1/CHEK1/DTL",8
"GO:0002704","GO:0002704","negative regulation of leukocyte mediated immunity","12/1308","65/18842",0.184615384615385,2.65942131263232,3.66029075116718,0.00154389945676026,0.0317652073750628,0.0317652073750628,"LAG3/CR1L/FOXJ1/SERPINB4/CD80/IFNB1/KIR2DL4/IL4I1/TIGIT/PDCD1/FOXP3/CR2",12
"GO:0050909","GO:0050909","sensory perception of taste","12/1308","65/18842",0.184615384615385,2.65942131263232,3.66029075116718,0.00154389945676026,0.0317652073750628,0.0317652073750628,"TAS1R3/GNG13/CALHM3/TAS2R2/GNAT1/LPO/CST1/RTP3/LCN1/TAS2R40/CST2/CST4",12
"GO:0048048","GO:0048048","embryonic eye morphogenesis","7/1308","26/18842",0.269230769230769,3.8783227475888,4.01123270345771,0.00155777890553772,0.0319063994751352,0.0319063994751352,"FOXL2/FBN3/SIX3/SOX11/FBN2/MFAP2/TH",7
"GO:0006302","GO:0006302","double-strand break repair","37/1308","320/18842",0.115625,1.66560110856269,3.27989870611578,0.00158309605768279,0.0322795415887158,0.0322795415887158,"PPP4R3C/GINS2/UHRF1/RAD51AP1/BLM/AUNIP/POLQ/CDC45/TRIP13/HELLS/FANCB/CDC7/BRCA2/CDCA5/PARPBP/PLK1/XRCC2/BRIP1/DNA2/TEX15/FOXM1/MCM2/FEN1/HMGA2/H2AX/GINS4/RAD21L1/CHEK1/MCM4/RAD54L/TONSL/ANKLE1/RMI2/RECQL4/RAD54B/EME1/RAD51",37
"GO:0008544","GO:0008544","epidermis development","34/1308","287/18842",0.118466898954704,1.70653922790866,3.29429201892227,0.00159890979742673,0.0324564412897293,0.0324564412897293,"ZBED2/SPRR1B/KRT86/WNT10A/CASP14/KRT34/KRT3/KRT75/FOXI3/KRT16/KRT81/SPRR2D/GAL/LSR/SCEL/TMEM79/SPRR4/GRHL3/IVL/TMEM132E/KRT6A/PI3/KRT2/S100A7/KRT72/HOXB13/KRT6B/KRT78/KRT85/KRT6C/CALML5/INHBA/KRT9/KRT83",34
"GO:1902750","GO:1902750","negative regulation of cell cycle G2/M phase transition","13/1308","74/18842",0.175675675675676,2.53064302834945,3.60326435835327,0.00160807912461918,0.0324974923539708,0.0324974923539708,"CDC6/BLM/TICRR/CLSPN/AURKB/CDC7/DONSON/PKMYT1/CDK1/PLK1/ORC1/CHEK1/DTL",13
"GO:0001707","GO:0001707","mesoderm formation","9/1308","41/18842",0.219512195121951,3.16211680465429,3.78526205806537,0.00168227354790238,0.033846450541204,0.033846450541204,"HOXA11/TRIM15/DKK1/MSGN1/SIX2/HMGA2/TBX20/MESP2/SCX",9
"GO:1905144","GO:1905144","response to acetylcholine","10/1308","49/18842",0.204081632653061,2.93983648505274,3.71347455310854,0.00170651398923398,0.0341829035640833,0.0341829035640833,"CHRND/PSCA/CHRNA6/CHRNG/CHRNA9/CHRNA5/CHRM3/HRH3/CHRNB4/LYPD1",10
"GO:0098659","GO:0098659","inorganic cation import across plasma membrane","20/1308","141/18842",0.141843971631206,2.0432906066324,3.39623539705803,0.00176858696302267,0.035116877383686,0.0351168773836859,"MS4A1/SLC24A2/P2RX5/ATP4B/KCNJ4/CACNA1B/PCSK9/CACNA1E/KCNK9/SLC39A4/ATP1A3/HCN2/KCNJ18/KCNJ6/LCN2/IFNG/KCNH2/KCNJ10/SLC34A1/ASIC5",20
"GO:0099587","GO:0099587","inorganic ion import across plasma membrane","20/1308","141/18842",0.141843971631206,2.0432906066324,3.39623539705803,0.00176858696302267,0.035116877383686,0.0351168773836859,"MS4A1/SLC24A2/P2RX5/ATP4B/KCNJ4/CACNA1B/PCSK9/CACNA1E/KCNK9/SLC39A4/ATP1A3/HCN2/KCNJ18/KCNJ6/LCN2/IFNG/KCNH2/KCNJ10/SLC34A1/ASIC5",20
"GO:0042100","GO:0042100","B cell proliferation","13/1308","75/18842",0.173333333333333,2.49690112130479,3.54765732683781,0.00182409591807779,0.0360615832152161,0.0360615832152161,"MS4A1/IL21/CDKN2A/CTPS1/CTLA4/TNFSF13B/FCRL3/IGHE/IFNB1/CD79A/IL12RB2/CD19/CR2",13
"GO:0016064","GO:0016064","immunoglobulin mediated immune response","23/1308","172/18842",0.133720930232558,1.92627658061304,3.33309808370425,0.00186393724947169,0.036689708542631,0.036689708542631,"IGHV1-69-2/CR1L/IL21/IGHV3-23/FOXJ1/IGHV7-4-1/IL21R/IGHV5-51/IGHV1-18/IGHE/IGHV1-69D/IGHG1/IGHG3/FCGR1A/IGHG2/IGHV3-73/IGHV3-20/IGHG4/CD19/IGHV3-21/IGHV3-33/CR2/IGHV1-69",23
"GO:0030219","GO:0030219","megakaryocyte differentiation","11/1308","58/18842",0.189655172413793,2.73202045766108,3.60818103949693,0.00190991298181556,0.0374326479668766,0.0374326479668766,"IL11/H4C12/H4C9/H4C5/H4C14/H4C13/H4C8/H4C4/H4C1/H4C2/H4C3",11
"GO:0040029","GO:0040029","epigenetic regulation of gene expression","39/1308","346/18842",0.11271676300578,1.62370737657103,3.19812450551539,0.00191933340009063,0.0374558324901807,0.0374558324901807,"CENPA/H3C7/H3C11/UHRF1/TDRD12/H3C1/H3C10/H2AC11/H2AC13/MAEL/LMNB1/SPOCD1/DNMT3L/CBX2/H3C8/WT1/H3C2/HELLS/ATAD2/H2AC16/H2AC4/LMNB2/H2AC17/LHX2/EZHIP/TEX15/H2AC12/H3C12/HMGA2/H2AX/CHEK1/CDKN2B-AS1/C19orf84/H2AC20/H3C3/EZH2/OIP5/H2AC25/H2AZ1",39
"GO:0009072","GO:0009072","aromatic amino acid metabolic process","9/1308","42/18842",0.214285714285714,3.08682830930537,3.69783718917931,0.00201129674686083,0.0385880434935704,0.0385880434935704,"IDO2/FTCD/UROC1/TDO2/IL4I1/OCA2/HPDL/IDO1/TH",9
"GO:0042475","GO:0042475","odontogenesis of dentin-containing tooth","9/1308","42/18842",0.214285714285714,3.08682830930537,3.69783718917931,0.00201129674686083,0.0385880434935704,0.0385880434935704,"CAMP/RELT/FOXI3/AMTN/ODAM/AMELX/MMP20/SLC34A1/WNT6",9
"GO:0048332","GO:0048332","mesoderm morphogenesis","9/1308","42/18842",0.214285714285714,3.08682830930537,3.69783718917931,0.00201129674686083,0.0385880434935704,0.0385880434935704,"HOXA11/TRIM15/DKK1/MSGN1/SIX2/HMGA2/TBX20/MESP2/SCX",9
"GO:0060675","GO:0060675","ureteric bud morphogenesis","9/1308","42/18842",0.214285714285714,3.08682830930537,3.69783718917931,0.00201129674686083,0.0385880434935704,0.0385880434935704,"LHX1/FOXD1/HOXA11/KIF26B/WT1/SIX2/SHH/SOX8/HS3ST3A1",9
"GO:0001657","GO:0001657","ureteric bud development","12/1308","67/18842",0.17910447761194,2.58003560180748,3.53858511961819,0.0020226805858861,0.0386433975799332,0.0386433975799332,"FOXJ1/EPCAM/LHX1/FOXD1/HOXA11/KIF26B/WT1/SIX2/SHH/SOX8/HS3ST3A1/CRLF1",12
"GO:0097530","GO:0097530","granulocyte migration","19/1308","133/18842",0.142857142857143,2.05788553953692,3.3439098406544,0.00209277186647856,0.0398152036689457,0.0398152036689457,"EDN2/CXCL17/CXCL5/CCL7/S100A8/CCL25/CXCL10/S100A14/DPEP1/CCR7/CCL11/S100A7/S100A9/SLAMF8/CCL1/FUT7/CXCL9/ADAM8/CXCL8",19
"GO:0051302","GO:0051302","regulation of cell division","24/1308","184/18842",0.130434782608696,1.87893897088153,3.27227981704605,0.00210930801364795,0.0399625980752384,0.0399625980752384,"RACGAP1/RXFP3/CDC6/BIRC5/BLM/ECT2/CDC25B/AURKB/FSD1/PRC1/KIF20A/AURKA/E2F7/KIF18B/PLK1/SHH/CDCA8/KIF23/CIT/OSM/KIF14/E2F8/FGF5/CXCR5",24
"GO:0072163","GO:0072163","mesonephric epithelium development","12/1308","68/18842",0.176470588235294,2.5420939017809,3.47938282213391,0.0023040806082443,0.0432919608499456,0.0432919608499456,"FOXJ1/EPCAM/LHX1/FOXD1/HOXA11/KIF26B/WT1/SIX2/SHH/SOX8/HS3ST3A1/CRLF1",12
"GO:0072164","GO:0072164","mesonephric tubule development","12/1308","68/18842",0.176470588235294,2.5420939017809,3.47938282213391,0.0023040806082443,0.0432919608499456,0.0432919608499456,"FOXJ1/EPCAM/LHX1/FOXD1/HOXA11/KIF26B/WT1/SIX2/SHH/SOX8/HS3ST3A1/CRLF1",12
"GO:0035270","GO:0035270","endocrine system development","13/1308","77/18842",0.168831168831169,2.43204654672545,3.4390901338365,0.00232820233732669,0.0435651688387837,0.0435651688387837,"NKX6-1/NKX2-5/FOXA2/PDX1/CDH2/FOXI3/WT1/SIX3/INSM1/PAX6/NKX2-1/SOX2/MNX1",13
"GO:0045143","GO:0045143","homologous chromosome segregation","10/1308","51/18842",0.196078431372549,2.82454877975655,3.56353448799327,0.00233902363392264,0.0435702858633349,0.0435702858633349,"KNL1/HORMAD1/SGO1/TRIP13/PTTG1/SGO2/TEX15/ZWINT/MND1/PTTG3P",10
"GO:0009952","GO:0009952","anterior/posterior pattern specification","16/1308","105/18842",0.152380952380952,2.19507790883938,3.35394692132946,0.00234764021036223,0.0435702858633349,0.0435702858633349,"HES2/OTX2/FOXA2/CDX2/LHX1/HOXB9/WT1/FOXC2/HELT/RIPPLY2/HES6/SIX2/SHH/TIFAB/ZIC3/MESP2",16
"GO:0007140","GO:0007140","male meiotic nuclear division","9/1308","43/18842",0.209302325581395,3.01504160443781,3.61298548605454,0.00238965386546036,0.0438135327671301,0.0438135327671301,"TDRD12/ASZ1/MYBL1/MAEL/DNMT3L/BRCA2/CCNA1/TEX15/TEX19",9
"GO:0010526","GO:0010526","transposable element silencing","9/1308","43/18842",0.209302325581395,3.01504160443781,3.61298548605454,0.00238965386546036,0.0438135327671301,0.0438135327671301,"APOBEC3B/TDRD12/ASZ1/MAEL/SPOCD1/DNMT3L/TEX15/C19orf84/TEX19",9
"GO:0045840","GO:0045840","positive regulation of mitotic nuclear division","9/1308","43/18842",0.209302325581395,3.01504160443781,3.61298548605454,0.00238965386546036,0.0438135327671301,0.0438135327671301,"ESPL1/CDC20/DMRT1/SKA1/AURKA/PLK1/UBE2C/DLGAP5/SKA3",9
"GO:0090232","GO:0090232","positive regulation of spindle checkpoint","6/1308","21/18842",0.285714285714286,4.11577107907383,3.90183758231538,0.00242500711155495,0.0442831619929332,0.0442831619929332,"BIRC5/KNL1/AURKB/MAD2L1/CDCA8/NDC80",6
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","23/1308","176/18842",0.130681818181818,1.88249756741729,3.21262153169437,0.00251806339234381,0.0457985369799491,0.0457985369799491,"FN1/LAG3/CDKN2A/FOXJ1/PLA2G2D/ILDR2/CTLA4/PLA2G2F/CD80/CNR2/IFNB1/GAL/SOX11/BPI/IL31RA/IL4I1/IFNL1/TAFA3/ASCL2/TIGIT/PDCD1/INHBA/FOXP3",23
"GO:2000243","GO:2000243","positive regulation of reproductive process","12/1308","69/18842",0.173913043478261,2.50525196117538,3.42122985091096,0.0026166116115288,0.0474013266837508,0.0474013266837508,"RAD51AP1/STRA8/KNL1/CDC25B/WT1/MAPK15/RNASE10/CDC25A/ZP4/RETN/CDC25C/INHBA",12
"GO:0051299","GO:0051299","centrosome separation","5/1308","15/18842",0.333333333333333,4.80173292558614,4.02301839168644,0.00266760448466814,0.0475670493795531,0.0475670493795531,"AURKA/KIF15/KIF11/CHEK1/NEK2",5
"GO:0090235","GO:0090235","regulation of metaphase plate congression","5/1308","15/18842",0.333333333333333,4.80173292558614,4.02301839168644,0.00266760448466814,0.0475670493795531,0.0475670493795531,"BIRC5/AURKB/SPAG5/CDK1/CDCA8",5
"GO:0141176","GO:0141176","gene silencing by piRNA-directed DNA methylation","5/1308","15/18842",0.333333333333333,4.80173292558614,4.02301839168644,0.00266760448466814,0.0475670493795531,0.0475670493795531,"TDRD12/MAEL/SPOCD1/DNMT3L/C19orf84",5
