"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000280","GO:0000280","nuclear division","85/1308","422/18842",0.201421800947867,2.90152108062669,10.7901604490936,2.1441815643366e-19,9.74959357303854e-16,9.74959357303854e-16,"KIF18A/CENPA/RACGAP1/SPC25/UHRF1/RAD51AP1/TDRD12/BIRC5/CDCA2/STRA8/ASZ1/PSRC1/KNL1/MKI67/MYBL1/KIF4B/HORMAD1/MAEL/ESPL1/SGO1/CDC20/CENPI/SPC24/DMRT1/DNMT3L/TRIP13/CENPF/AURKB/PTTG1/MAPK15/TTK/SPAG5/BRCA2/MAD2L1/PRC1/CCNA1/KIF4A/BUB1/SKA1/PKMYT1/AURKA/CCNB1/CDT1/SGO2/CDK1/KIF15/KIF18B/UBE2S/PLK1/CENPK/BRIP1/TEX15/KIF11/CDCA8/KIF23/ZWINT/NCAPG/NDC80/NCAPH/MND1/CHEK1/TPX2/BUB1B/HASPIN/KIF2C/PTTG3P/RAD54L/TEX19/KIF14/FBXO43/SMC4/UBE2C/ANKLE1/KIFC1/DLGAP5/CDC25C/ANLN/CENPE/SKA3/RAD54B/NUF2/EME1/NEK2/RAD51/TOP2A",85
"GO:0048285","GO:0048285","organelle fission","86/1308","470/18842",0.182978723404255,2.63584488255579,9.80907772919742,6.77028691600823e-17,1.53922473035447e-13,1.53922473035447e-13,"KIF18A/CENPA/RACGAP1/MTFR2/SPC25/UHRF1/RAD51AP1/TDRD12/BIRC5/CDCA2/STRA8/ASZ1/PSRC1/KNL1/MKI67/MYBL1/KIF4B/HORMAD1/MAEL/ESPL1/SGO1/CDC20/CENPI/SPC24/DMRT1/DNMT3L/TRIP13/CENPF/AURKB/PTTG1/MAPK15/TTK/SPAG5/BRCA2/MAD2L1/PRC1/CCNA1/KIF4A/BUB1/SKA1/PKMYT1/AURKA/CCNB1/CDT1/SGO2/CDK1/KIF15/KIF18B/UBE2S/PLK1/CENPK/BRIP1/TEX15/KIF11/CDCA8/KIF23/ZWINT/NCAPG/NDC80/NCAPH/MND1/CHEK1/TPX2/BUB1B/HASPIN/KIF2C/PTTG3P/RAD54L/TEX19/KIF14/FBXO43/SMC4/UBE2C/ANKLE1/KIFC1/DLGAP5/CDC25C/ANLN/CENPE/SKA3/RAD54B/NUF2/EME1/NEK2/RAD51/TOP2A",86
"GO:0019730","GO:0019730","antimicrobial humoral response","49/1308","189/18842",0.259259259259259,3.73468116434477,10.3199739729712,3.33797955345702e-16,5.05926434318969e-13,5.05926434318969e-13,"H2BC6/CXCL11/CAMP/PGLYRP3/IGHE/CXCL5/IGHG1/CCL7/IGHG3/H2BC11/H2BC7/BPI/PGLYRP4/H2BC26/CCL25/F2/H2BC13/CCL17/H2BC17/CXCL10/REG1A/ACOD1/IL17F/KRT6A/PI3/CCL11/IL36RN/S100A7/H2BC18/IGHG2/H2BC3/LYZ/DEFB126/H2BC8/PRSS3/CALCA/H2BC9/S100A9/PRSS2/IGHG4/H2BC10/NPY/H2BC12/CCL1/H2BC14/CXCL9/CCL20/HTN1/CXCL8",49
"GO:0007059","GO:0007059","chromosome segregation","77/1308","420/18842",0.183333333333333,2.64095310907238,9.28897454935208,2.68894763441557e-15,2.70659301540345e-12,2.70659301540345e-12,"KIF18A/CENPA/RACGAP1/STIL/SPC25/UHRF1/CDC6/BIRC5/CDCA2/PSRC1/CENPL/KNL1/ECT2/MKI67/LOC100533997/GPSM2/KIF4B/HORMAD1/ESPL1/SGO1/CDC20/TACC3/CENPI/SPC24/TRIP13/CENPF/AURKB/CENPO/PTTG1/MAPK15/TTK/SPAG5/MAD2L1/PRC1/KIF4A/BUB1/HJURP/SKA1/CENPW/CCNB1/CDT1/CENPU/SGO2/CDK1/KIF15/KIF18B/PLK1/CENPK/TEX15/KIF11/CDCA8/KIF23/ZWINT/NCAPG/NDC80/NCAPH/MND1/RAD21L1/CENPN/TPX2/BUB1B/HASPIN/KIF2C/PTTG3P/KIF14/SMC4/UBE2C/KIFC1/RMI2/DLGAP5/CENPM/CENPE/SACK1D/SKA3/NUF2/NEK2/TOP2A",77
"GO:0140014","GO:0140014","mitotic nuclear division","60/1308","281/18842",0.213523131672598,3.07584315517973,9.57551975533775,2.97624039520942e-15,2.70659301540345e-12,2.70659301540345e-12,"KIF18A/CENPA/RACGAP1/SPC25/UHRF1/BIRC5/CDCA2/PSRC1/KNL1/MKI67/KIF4B/ESPL1/CDC20/CENPI/SPC24/DMRT1/TRIP13/CENPF/AURKB/TTK/SPAG5/MAD2L1/PRC1/KIF4A/BUB1/SKA1/PKMYT1/AURKA/CCNB1/CDT1/CDK1/KIF15/KIF18B/UBE2S/PLK1/CENPK/KIF11/CDCA8/KIF23/ZWINT/NCAPG/NDC80/NCAPH/CHEK1/TPX2/BUB1B/HASPIN/KIF2C/KIF14/FBXO43/SMC4/UBE2C/KIFC1/DLGAP5/CDC25C/ANLN/CENPE/SKA3/NUF2/NEK2",60
"GO:0098813","GO:0098813","nuclear chromosome segregation","64/1308","315/18842",0.203174603174603,2.92677054511917,9.41885411574895,4.34436715263239e-15,3.29230624050325e-12,3.29230624050325e-12,"KIF18A/CENPA/RACGAP1/SPC25/UHRF1/CDC6/BIRC5/PSRC1/KNL1/ECT2/KIF4B/HORMAD1/ESPL1/SGO1/CDC20/TACC3/CENPI/SPC24/TRIP13/CENPF/AURKB/PTTG1/MAPK15/TTK/SPAG5/MAD2L1/PRC1/KIF4A/BUB1/SKA1/CCNB1/CDT1/SGO2/CDK1/KIF15/KIF18B/PLK1/CENPK/TEX15/KIF11/CDCA8/KIF23/ZWINT/NCAPG/NDC80/NCAPH/MND1/TPX2/BUB1B/HASPIN/KIF2C/PTTG3P/KIF14/SMC4/UBE2C/KIFC1/RMI2/DLGAP5/CENPE/SACK1D/SKA3/NUF2/NEK2/TOP2A",64
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","49/1308","205/18842",0.239024390243902,3.44319385395689,9.60643394420978,1.07971625409429e-14,7.01352829623819e-12,7.01352829623819e-12,"KIF18A/CENPA/RACGAP1/SPC25/UHRF1/BIRC5/PSRC1/KNL1/KIF4B/ESPL1/CDC20/CENPI/SPC24/TRIP13/CENPF/AURKB/TTK/SPAG5/MAD2L1/PRC1/KIF4A/BUB1/SKA1/CCNB1/CDT1/CDK1/KIF15/KIF18B/PLK1/CENPK/KIF11/CDCA8/KIF23/ZWINT/NCAPG/NDC80/NCAPH/TPX2/BUB1B/HASPIN/KIF2C/KIF14/SMC4/UBE2C/KIFC1/DLGAP5/CENPE/SKA3/NUF2",49
"GO:0006334","GO:0006334","nucleosome assembly","35/1308","113/18842",0.309734513274336,4.46178723173933,10.08086141408,1.74324325637494e-14,9.90815885842108e-12,9.90815885842108e-12,"H3C7/H3C11/H2BC6/H3C1/H3C10/H1-5/H4C12/H3C8/H3C2/H4C9/H2BC11/H1-1/H2BC7/ATAD2/H4C5/CHAF1B/H2BC13/H1-6/H4C14/H3C12/H2AX/H4C13/H2BC3/H4C8/H2BC8/H4C4/H4C1/H2BC9/H1-3/ASF1B/H2BC10/H3C3/H4C2/H2BC14/H4C3",35
"GO:0000819","GO:0000819","sister chromatid segregation","54/1308","246/18842",0.219512195121951,3.16211680465429,9.32292698051679,2.19149127315181e-14,1.10719009100237e-11,1.10719009100237e-11,"KIF18A/CENPA/RACGAP1/SPC25/UHRF1/CDC6/BIRC5/PSRC1/KNL1/KIF4B/ESPL1/CDC20/TACC3/CENPI/SPC24/TRIP13/CENPF/AURKB/MAPK15/TTK/SPAG5/MAD2L1/PRC1/KIF4A/BUB1/SKA1/CCNB1/CDT1/CDK1/KIF15/KIF18B/PLK1/CENPK/KIF11/CDCA8/KIF23/ZWINT/NCAPG/NDC80/NCAPH/TPX2/BUB1B/HASPIN/KIF2C/KIF14/SMC4/UBE2C/KIFC1/RMI2/DLGAP5/CENPE/SKA3/NUF2/TOP2A",54
"GO:0006959","GO:0006959","humoral immune response","60/1308","296/18842",0.202702702702703,2.9199727250186,9.09350128845468,3.52298093337332e-14,1.60189943040485e-11,1.60189943040485e-11,"MS4A1/H2BC6/CR1L/CXCL11/FOXJ1/CAMP/PGLYRP3/IGHE/CXCL5/IGHG1/CCL7/IGHG3/IFNB1/H2BC11/H2BC7/BPI/PGLYRP4/H2BC26/CCL25/F2/H2BC13/CCL17/H2BC17/IFNA10/CXCL10/REG1A/ACOD1/IL17F/KRT6A/PI3/CCR7/CCL11/ZP4/IL36RN/S100A7/IFNG/H2BC18/CFHR4/IGHG2/H2BC3/LYZ/DEFB126/H2BC8/PRSS3/CALCA/H2BC9/S100A9/PRSS2/PDCD1/IGHG4/H2BC10/NPY/H2BC12/CCL1/CR2/H2BC14/CXCL9/CCL20/HTN1/CXCL8",60
"GO:0034728","GO:0034728","nucleosome organization","37/1308","130/18842",0.284615384615385,4.09994119030816,9.68680087285529,6.11702086266792e-14,2.52855398750464e-11,2.52855398750464e-11,"H3C7/H3C11/H2BC6/H3C1/H3C10/H1-5/H4C12/H3C8/H3C2/H4C9/H2BC11/H1-1/H2BC7/ATAD2/H4C5/CHAF1B/H2BC13/H1-6/H4C14/H3C12/H2AX/H4C13/H2BC3/H4C8/H2BC8/H4C4/H4C1/H2BC9/H1-3/ASF1B/HMGA1/H2BC10/H3C3/H4C2/H2AC25/H2BC14/H4C3",37
"GO:0051321","GO:0051321","meiotic cell cycle","57/1308","281/18842",0.202846975088968,2.92205099742075,8.86610207069111,1.49941786083131e-13,5.68154417766663e-11,5.68154417766663e-11,"PRR19/RAD51AP1/SMC1B/TDRD12/CDCA2/STRA8/ASZ1/KNL1/MKI67/MYBL1/HORMAD1/MAEL/ESPL1/SGO1/CDC20/BOLL/DMRT1/DNMT3L/TRIP13/CDC25B/PTTG1/EXO1/MAPK15/TTK/BRCA2/ZFP42/CCNA1/SKA1/PKMYT1/AURKA/CDC25A/SGO2/ASPM/XRCC2/BRIP1/TEX15/H2AX/ZWINT/NDC80/NCAPH/MND1/RAD21L1/FAM9A/PTTG3P/RAD54L/TEX19/FBXO43/SMC4/ANKLE1/CDC25C/SKA3/RAD54B/NUF2/EME1/NEK2/RAD51/TOP2A",57
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","38/1308","142/18842",0.267605633802817,3.85491234871,9.32677486635372,2.40807299391807e-13,8.42269838718881e-11,8.42269838718881e-11,"H2BC6/CXCL11/CAMP/PGLYRP3/CXCL5/CCL7/H2BC11/H2BC7/BPI/PGLYRP4/H2BC26/CCL25/F2/H2BC13/CCL17/H2BC17/CXCL10/REG1A/IL17F/KRT6A/CCL11/S100A7/H2BC18/H2BC3/DEFB126/H2BC8/CALCA/H2BC9/S100A9/H2BC10/NPY/H2BC12/CCL1/H2BC14/CXCL9/CCL20/HTN1/CXCL8",38
"GO:1905818","GO:1905818","regulation of chromosome separation","28/1308","82/18842",0.341463414634146,4.91884836279555,9.71324434469132,4.80438880507959e-13,1.56039684976407e-10,1.56039684976407e-10,"SPC25/BIRC5/KNL1/ESPL1/CDC20/SPC24/TRIP13/CENPF/AURKB/MAPK15/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NCAPG/NDC80/NCAPH/BUB1B/HASPIN/SMC4/UBE2C/DLGAP5/SKA3/NUF2",28
"GO:0090068","GO:0090068","positive regulation of cell cycle process","52/1308","252/18842",0.206349206349206,2.97250133488666,8.60980324668239,8.7796717960165e-13,2.66141117709913e-10,2.66141117709913e-10,"RACGAP1/RXFP3/STIL/RAD51AP1/CDC6/BIRC5/STRA8/KNL1/CCNE1/ECT2/GPSM2/ESPL1/CDC20/DMRT1/CDC25B/PLK4/AURKB/CDC7/CCNE2/MAPK15/SPAG5/MAD2L1/PHOX2B/BUB1/SKA1/AURKA/CCNB1/E2F7/CDC25A/CDK1/PLK1/CDCA8/KIF23/FEN1/CIT/NCAPG/NDC80/NCAPH/TBX20/RRM2/KIF14/SMC4/UBE2C/E2F8/EZH2/DTL/DLGAP5/CDC25C/SACK1D/SKA3/CXCR5/TERT",52
"GO:0051783","GO:0051783","regulation of nuclear division","36/1308","135/18842",0.266666666666667,3.84138634046891,9.04920538177486,1.14853293638125e-12,3.1603241305288e-10,3.1603241305288e-10,"SPC25/RAD51AP1/BIRC5/CDCA2/STRA8/KNL1/MKI67/HORMAD1/ESPL1/CDC20/SPC24/DMRT1/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/PKMYT1/AURKA/CCNB1/PLK1/CDCA8/ZWINT/NDC80/CHEK1/BUB1B/HASPIN/FBXO43/UBE2C/DLGAP5/CDC25C/SKA3/NUF2/NEK2",36
"GO:1903046","GO:1903046","meiotic cell cycle process","44/1308","192/18842",0.229166666666667,3.30119138634047,8.75345053011909,1.18155949458961e-12,3.1603241305288e-10,3.1603241305288e-10,"RAD51AP1/TDRD12/STRA8/ASZ1/KNL1/MYBL1/HORMAD1/MAEL/ESPL1/SGO1/CDC20/DMRT1/DNMT3L/TRIP13/CDC25B/PTTG1/MAPK15/TTK/BRCA2/CCNA1/SKA1/PKMYT1/AURKA/CDC25A/SGO2/BRIP1/TEX15/ZWINT/NDC80/NCAPH/MND1/PTTG3P/RAD54L/TEX19/FBXO43/SMC4/ANKLE1/CDC25C/SKA3/RAD54B/NUF2/EME1/RAD51/TOP2A",44
"GO:0051784","GO:0051784","negative regulation of nuclear division","25/1308","70/18842",0.357142857142857,5.14471384884229,9.48863290703294,2.69332772628556e-12,6.80364509523358e-10,6.80364509523358e-10,"SPC25/BIRC5/KNL1/HORMAD1/CDC20/SPC24/DMRT1/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/CHEK1/BUB1B/HASPIN/FBXO43/SKA3/NUF2",25
"GO:0051304","GO:0051304","chromosome separation","28/1308","88/18842",0.318181818181818,4.58347233805949,9.20266858878006,3.46313456263317e-12,8.28782781910159e-10,8.28782781910159e-10,"SPC25/BIRC5/KNL1/ESPL1/CDC20/SPC24/TRIP13/CENPF/AURKB/MAPK15/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NCAPG/NDC80/NCAPH/BUB1B/HASPIN/SMC4/UBE2C/DLGAP5/SKA3/NUF2",28
"GO:0051983","GO:0051983","regulation of chromosome segregation","36/1308","140/18842",0.257142857142857,3.70419397116645,8.77148605771085,3.70667626074267e-12,8.42712847879845e-10,8.42712847879845e-10,"SPC25/CDC6/BIRC5/KNL1/LOC100533997/HORMAD1/ESPL1/CDC20/TACC3/SPC24/TRIP13/CENPF/AURKB/MAPK15/TTK/MAD2L1/BUB1/SKA1/CCNB1/CDK1/PLK1/CDCA8/ZWINT/NCAPG/NDC80/NCAPH/BUB1B/HASPIN/KIF2C/SMC4/UBE2C/RMI2/DLGAP5/CENPE/SKA3/NUF2",36
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","33/1308","120/18842",0.275,3.96142966360856,8.88855717823268,3.95984645643955e-12,8.57401039877649e-10,8.5740103987765e-10,"SPC25/BIRC5/CDCA2/KNL1/MKI67/ESPL1/CDC20/SPC24/DMRT1/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/PKMYT1/AURKA/CCNB1/PLK1/CDCA8/ZWINT/NDC80/CHEK1/BUB1B/HASPIN/FBXO43/UBE2C/DLGAP5/CDC25C/SKA3/NUF2/NEK2",33
"GO:0061644","GO:0061644","protein localization to CENP-A containing chromatin","13/1308","18/18842",0.722222222222222,10.4037546721033,10.9017679032725,5.06675870902353e-12,1.04720690226954e-09,1.04720690226954e-09,"CENPA/H4C12/H4C9/H2BC11/H4C5/H2AC4/H4C14/H4C13/H4C8/H4C4/H4C1/H4C2/H4C3",13
"GO:0071459","GO:0071459","protein localization to chromosome, centromeric region","18/1308","37/18842",0.486486486486487,7.00793454004463,9.99090273438702,6.21339988791297e-12,1.22836214305827e-09,1.22836214305827e-09,"CENPA/KNL1/H4C12/H4C9/AURKB/H2BC11/TTK/H4C5/H2AC4/H4C14/CDK1/H4C13/H4C8/H4C4/H4C1/HASPIN/H4C2/H4C3",18
"GO:0010965","GO:0010965","regulation of mitotic sister chromatid separation","24/1308","69/18842",0.347826086956522,5.01050392235075,9.11532161408243,1.4145616834712e-11,2.68000498947648e-09,2.68000498947648e-09,"SPC25/BIRC5/KNL1/ESPL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/UBE2C/DLGAP5/SKA3/NUF2",24
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","42/1308","191/18842",0.219895287958115,3.16763533310918,8.22369869098204,1.60937771959071e-11,2.92713619639159e-09,2.92713619639159e-09,"SPC25/CDC6/BIRC5/BLM/KNL1/HORMAD1/TICRR/CDC45/CDC20/SPC24/TRIP13/CLSPN/CENPF/AURKB/CDC7/TTK/BRCA2/DONSON/MAD2L1/E2F1/BUB1/SKA1/CCNB1/CDT1/CDK1/RFC4/PLK1/BRIP1/DNA2/ORC1/CDCA8/H2AX/ZWINT/NDC80/CHEK1/BUB1B/HASPIN/DTL/SKA3/NUF2/EME1/RAD51",42
"GO:0051306","GO:0051306","mitotic sister chromatid separation","24/1308","71/18842",0.338028169014085,4.86936296679158,8.92154942791878,2.84111243694311e-11,4.96866855799244e-09,4.96866855799244e-09,"SPC25/BIRC5/KNL1/ESPL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/UBE2C/DLGAP5/SKA3/NUF2",24
"GO:0140013","GO:0140013","meiotic nuclear division","38/1308","166/18842",0.228915662650602,3.2975756235953,8.12077115111998,4.19869553840748e-11,7.07091430116252e-09,7.07091430116252e-09,"RAD51AP1/TDRD12/STRA8/ASZ1/KNL1/MYBL1/HORMAD1/MAEL/ESPL1/SGO1/DMRT1/DNMT3L/TRIP13/PTTG1/MAPK15/TTK/BRCA2/CCNA1/SKA1/SGO2/BRIP1/TEX15/ZWINT/NDC80/NCAPH/MND1/PTTG3P/RAD54L/TEX19/FBXO43/SMC4/ANKLE1/SKA3/RAD54B/NUF2/EME1/RAD51/TOP2A",38
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling","21/1308","56/18842",0.375,5.4019495412844,9.01025869344914,5.14018272624787e-11,7.79080361874969e-09,7.79080361874969e-09,"SPC25/BIRC5/KNL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/SKA3/NUF2",21
"GO:0071173","GO:0071173","spindle assembly checkpoint signaling","21/1308","56/18842",0.375,5.4019495412844,9.01025869344914,5.14018272624787e-11,7.79080361874969e-09,7.79080361874969e-09,"SPC25/BIRC5/KNL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/SKA3/NUF2",21
"GO:0071174","GO:0071174","mitotic spindle checkpoint signaling","21/1308","56/18842",0.375,5.4019495412844,9.01025869344914,5.14018272624787e-11,7.79080361874969e-09,7.79080361874969e-09,"SPC25/BIRC5/KNL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/SKA3/NUF2",21
"GO:0031577","GO:0031577","spindle checkpoint signaling","21/1308","57/18842",0.368421052631579,5.30717849670047,8.89487898413964,7.60942683320897e-11,1.11613109066455e-08,1.11613109066455e-08,"SPC25/BIRC5/KNL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/SKA3/NUF2",21
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation","21/1308","58/18842",0.362068965517241,5.21567541917115,8.78218270970508,1.11527794260129e-10,1.44890537285945e-08,1.44890537285945e-08,"SPC25/BIRC5/KNL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/SKA3/NUF2",21
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation","21/1308","58/18842",0.362068965517241,5.21567541917115,8.78218270970508,1.11527794260129e-10,1.44890537285945e-08,1.44890537285945e-08,"SPC25/BIRC5/KNL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/SKA3/NUF2",21
"GO:0045841","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","21/1308","58/18842",0.362068965517241,5.21567541917115,8.78218270970508,1.11527794260129e-10,1.44890537285945e-08,1.44890537285945e-08,"SPC25/BIRC5/KNL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/SKA3/NUF2",21
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation","21/1308","58/18842",0.362068965517241,5.21567541917115,8.78218270970508,1.11527794260129e-10,1.44890537285945e-08,1.44890537285945e-08,"SPC25/BIRC5/KNL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/SKA3/NUF2",21
"GO:0045787","GO:0045787","positive regulation of cell cycle","55/1308","312/18842",0.176282051282051,2.53937798949267,7.48859262055717,1.27626223582705e-10,1.60228839889558e-08,1.60228839889558e-08,"RACGAP1/EIF4EBP1/RXFP3/STIL/RAD51AP1/CDC6/BIRC5/STRA8/KNL1/CCNE1/ECT2/MAGEA4/GPSM2/ESPL1/CDC20/DMRT1/CDC25B/PLK4/AURKB/CDC7/CCNE2/MAPK15/SPAG5/MAD2L1/PHOX2B/BUB1/SKA1/AURKA/CCNB1/E2F7/CDC25A/CDK1/PLK1/CDCA8/KIF23/FEN1/CIT/NCAPG/NDC80/NCAPH/TBX20/CHEK1/RRM2/KIF14/SMC4/UBE2C/E2F8/EZH2/DTL/DLGAP5/CDC25C/SACK1D/SKA3/CXCR5/TERT",55
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","22/1308","64/18842",0.34375,4.9517870795107,8.64916539910452,1.30381945808525e-10,1.60228839889558e-08,1.60228839889558e-08,"SPC25/BIRC5/KNL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/CHEK1/BUB1B/HASPIN/SKA3/NUF2",22
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","30/1308","115/18842",0.260869565217391,3.75787794176306,8.10224183548741,1.56565125386783e-10,1.87342532929922e-08,1.87342532929922e-08,"SPC25/CDC6/BIRC5/KNL1/ESPL1/CDC20/TACC3/SPC24/TRIP13/CENPF/AURKB/MAPK15/TTK/MAD2L1/BUB1/SKA1/CCNB1/CDK1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/UBE2C/RMI2/DLGAP5/CENPE/SKA3/NUF2",30
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","22/1308","65/18842",0.338461538461538,4.87560573982592,8.54866918766543,1.84260427972585e-10,2.14828760510602e-08,2.14828760510602e-08,"SPC25/BIRC5/KNL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/CDK1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/SKA3/NUF2",22
"GO:0051310","GO:0051310","metaphase chromosome alignment","29/1308","109/18842",0.26605504587156,3.83257582133939,8.10040012709302,1.89049912492054e-10,2.14902488025343e-08,2.14902488025343e-08,"KIF18A/CENPA/RACGAP1/SPC25/BIRC5/PSRC1/KNL1/ECT2/SGO1/SPC24/CENPF/AURKB/TTK/SPAG5/SKA1/CCNB1/CDT1/CDK1/CDCA8/ZWINT/NDC80/KIF2C/KIF14/KIFC1/CENPE/SACK1D/SKA3/NUF2/NEK2",29
"GO:1902100","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","21/1308","60/18842",0.35,5.04181957186544,8.56440064124355,2.32894749048392e-10,2.52136291410247e-08,2.52136291410247e-08,"SPC25/BIRC5/KNL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/SKA3/NUF2",21
"GO:1905819","GO:1905819","negative regulation of chromosome separation","21/1308","60/18842",0.35,5.04181957186544,8.56440064124355,2.32894749048392e-10,2.52136291410247e-08,2.52136291410247e-08,"SPC25/BIRC5/KNL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/SKA3/NUF2",21
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","20/1308","55/18842",0.363636363636364,5.23825410063942,8.59715909403202,2.82926327118475e-10,2.99178141722723e-08,2.99178141722723e-08,"RACGAP1/SPC25/BIRC5/KNL1/ECT2/SGO1/SPC24/AURKB/SPAG5/SKA1/CCNB1/CDT1/CDK1/CDCA8/NDC80/KIF2C/CENPE/SKA3/NUF2/NEK2",20
"GO:0051985","GO:0051985","negative regulation of chromosome segregation","21/1308","61/18842",0.344262295081967,4.9591667919988,8.45911063314761,3.32082687843975e-10,3.43177268551489e-08,3.43177268551489e-08,"SPC25/BIRC5/KNL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/SKA3/NUF2",21
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","67/1308","434/18842",0.154377880184332,2.22384405078989,7.04503230071385,4.99945521921184e-10,5.05167175150138e-08,5.05167175150138e-08,"EIF4EBP1/E2F3/STIL/UBD/SPC25/CDKN2A/CDC6/BIRC5/BLM/TRIM71/BRSK2/CCNA2/KNL1/CCNE1/TICRR/ESPL1/CDC20/TACC3/SPC24/TRIP13/CDC25B/CLSPN/CENPF/AURKB/CDC7/CCNE2/TTK/DONSON/MAD2L1/CCNA1/E2F1/PHOX2B/BUB1/SKA1/PKMYT1/AURKA/CCNF/CCNB1/E2F7/CDC25A/CDK1/UBE2S/PLK1/CDKN3/ORC1/FOXM1/CDCA8/ZWINT/CCNB2/NDC80/CHEK1/RRM2/BUB1B/HASPIN/MELK/KIF14/UBE2C/DTL/DLGAP5/CDC25C/INHBA/ANLN/CENPE/SKA3/NUF2/TERT/NEK2",67
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","28/1308","107/18842",0.261682242990654,3.76958472662837,7.84684440981972,5.88348592588998e-10,5.81569793587429e-08,5.81569793587429e-08,"SPC25/CDC6/BIRC5/KNL1/ESPL1/CDC20/TACC3/SPC24/TRIP13/CENPF/AURKB/MAPK15/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/UBE2C/DLGAP5/CENPE/SKA3/NUF2",28
